title,link,description,pubDate,title_description
"NS홈쇼핑, ‘2022 신입사원 채용 설명회’ 열어",http://www.thekpm.com/view.php?ud=202111251019261756124506bdf1_17,"등 취업준비생의 궁금증을 해소 할 수 있는 시간으로 마련됐다. 또 지난해 NS홈쇼핑에 입사한 직원의 생생한 경험담과 조언을 듣는 시간도 가졌다. 오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명은 물론... ","Thu, 25 Nov 2021 10:22:00 +0900","NS홈쇼핑, ‘2022 신입사원 채용 설명회’ 열어 등 취업준비생의 궁금증을 해소 할 수 있는 시간으로 마련됐다. 또 지난해 NS홈쇼핑에 입사한 직원의 생생한 경험담과 조언을 듣는 시간도 가졌다. 오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명은 물론... "
"NS홈쇼핑, ‘2022 신입사원 채용 설명회’ 진행",https://www.fetv.co.kr/news/article.html?no=101622,"등 취업준비생의 궁금증을 해소 할 수 있는 시간으로 마련됐다. 지난해 NS홈쇼핑에 입사한 직원의 생생한 경험담과 조언을 듣는 시간도 가졌다. 오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명은 물론... ","Thu, 25 Nov 2021 10:16:00 +0900","NS홈쇼핑, ‘2022 신입사원 채용 설명회’ 진행 등 취업준비생의 궁금증을 해소 할 수 있는 시간으로 마련됐다. 지난해 NS홈쇼핑에 입사한 직원의 생생한 경험담과 조언을 듣는 시간도 가졌다. 오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명은 물론... "
"NS홈쇼핑, '2022 신입사원 채용 설명회' 열어",http://www.pressm.kr/news/articleView.html?idxno=51782,"등 취업준비생의 궁금증을 해소 할 수 있는 시간으로 마련됐다. 또한, 지난해 NS홈쇼핑에 입사한 직원의 생생한 경험담과 조언을 듣는 시간도 가졌다. 오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명은... ","Thu, 25 Nov 2021 10:08:00 +0900","NS홈쇼핑, '2022 신입사원 채용 설명회' 열어 등 취업준비생의 궁금증을 해소 할 수 있는 시간으로 마련됐다. 또한, 지난해 NS홈쇼핑에 입사한 직원의 생생한 경험담과 조언을 듣는 시간도 가졌다. 오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명은... "
"김해시-대학-고교-기업체, '인재유출 방지' 상생협력 방안 모색",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=417&aid=0000758089,지역에서 취업과 창업하여 지역에 정주할 수 있는 선순환 체제를 구축하고자 여러 기관들이 손을 맞잡은... 의생명·IT융복합·미래자동차 등 신산업 투자를 적극 추진하고 있는데 4차 산업혁명 시대에 맞는 창의적인 인재를... ,"Thu, 25 Nov 2021 10:02:00 +0900","김해시-대학-고교-기업체, '인재유출 방지' 상생협력 방안 모색 지역에서 취업과 창업하여 지역에 정주할 수 있는 선순환 체제를 구축하고자 여러 기관들이 손을 맞잡은... 의생명·IT융복합·미래자동차 등 신산업 투자를 적극 추진하고 있는데 4차 산업혁명 시대에 맞는 창의적인 인재를... "
"세종대, 11월 SJ 동문선배 멘토링 ‘대기업 IT개발자편’ 26일 개최",http://www.pinpointnews.co.kr/view.php?ud=2021112509582229202365609d9b_45,세종대학교(총장 배덕효)는 대학일자리사업단에서 오는 26일 SJ 동문선배 멘토링 ‘대기업 IT개발자편’을 개최한다고 25일 밝혔다. 이번 프로그램은 취업을 앞둔 학생에게 직무별 정보를 제공하기 위해 마련됐는데... ,"Thu, 25 Nov 2021 10:02:00 +0900","세종대, 11월 SJ 동문선배 멘토링 ‘대기업 IT개발자편’ 26일 개최 세종대학교(총장 배덕효)는 대학일자리사업단에서 오는 26일 SJ 동문선배 멘토링 ‘대기업 IT개발자편’을 개최한다고 25일 밝혔다. 이번 프로그램은 취업을 앞둔 학생에게 직무별 정보를 제공하기 위해 마련됐는데... "
현대자동차·네이버클라우드·롯데캐피탈...신입·인턴 채용,http://www.slist.kr/news/articleView.html?idxno=313727,"취업정보사이트 캐치의 채용공고에 따르면 현대자동차, 네이버클라우드, 라인파이낸셜플러스... 모집분야는 본사영업, 지점영업, 본사지원 (글로벌 전략 기획), 본사지원 (디지털/테크), 본사지원 (IT), 본사지원... ","Thu, 25 Nov 2021 09:46:00 +0900","현대자동차·네이버클라우드·롯데캐피탈...신입·인턴 채용 취업정보사이트 캐치의 채용공고에 따르면 현대자동차, 네이버클라우드, 라인파이낸셜플러스... 모집분야는 본사영업, 지점영업, 본사지원 (글로벌 전략 기획), 본사지원 (디지털/테크), 본사지원 (IT), 본사지원... "
취준생이 가장 궁금해 하는 기업 TOP5..1위 ‘쿠팡’,http://www.breaknews.com/850783,"브레이크뉴스 문홍철 기자= 취업준비생들이 가장 궁금해하는 기업은 ‘쿠팡’인... It was found that job-seeking students were not only curious about the company, but also about ‘job... ","Thu, 25 Nov 2021 09:46:00 +0900","취준생이 가장 궁금해 하는 기업 TOP5..1위 ‘쿠팡’ 브레이크뉴스 문홍철 기자= 취업준비생들이 가장 궁금해하는 기업은 ‘쿠팡’인... It was found that job-seeking students were not only curious about the company, but also about ‘job... "
"NS홈쇼핑, '2022 신입사원 채용 설명회' 개최 ",http://www.econovill.com/news/articleView.html?idxno=556742,"오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명 및 직장생활 적응기와 직무 만족도 등에 대한 대화가 오갔다. 박재순 NS홈쇼핑 인사팀장은 &quot;취업 준비에 어려움을 겪는 취업준비생을 돕기 위해 편안한... ","Thu, 25 Nov 2021 09:28:00 +0900","NS홈쇼핑, '2022 신입사원 채용 설명회' 개최  오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명 및 직장생활 적응기와 직무 만족도 등에 대한 대화가 오갔다. 박재순 NS홈쇼핑 인사팀장은 &quot;취업 준비에 어려움을 겪는 취업준비생을 돕기 위해 편안한... "
기술교육 산실 '전문대학'…로봇·기계에 일자리 뺏긴다,http://www.kyosu.net/news/articleView.html?idxno=81185,"교육부의 취업률평가 잣대와 직결되는 문제이기에 매우 심각한 근본적인 문제가 아닐수 없다. 지역별 특성... 1990년대부터는 IT강국으로 자리 잡으며 3차 서비스산업으로 돌입했으며, 2000년대 들어선 4차산업혁명 시대로... ","Thu, 25 Nov 2021 09:22:00 +0900","기술교육 산실 '전문대학'…로봇·기계에 일자리 뺏긴다 교육부의 취업률평가 잣대와 직결되는 문제이기에 매우 심각한 근본적인 문제가 아닐수 없다. 지역별 특성... 1990년대부터는 IT강국으로 자리 잡으며 3차 서비스산업으로 돌입했으며, 2000년대 들어선 4차산업혁명 시대로... "
"[오늘의 유통가] CJ제일제당, 내년부터 친환경 팜오일만 사용 外",https://www.paxnetnews.com/articles/80708,"기본적인 채용설명 외에도 근무환경, 직무 영역, 직무 일과 등 취업준비생의 궁금증을 해소 할 수 있는 시간으로 마련됐다. 오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명은 물론, 직장생활에 대한... ","Thu, 25 Nov 2021 09:20:00 +0900","[오늘의 유통가] CJ제일제당, 내년부터 친환경 팜오일만 사용 外 기본적인 채용설명 외에도 근무환경, 직무 영역, 직무 일과 등 취업준비생의 궁금증을 해소 할 수 있는 시간으로 마련됐다. 오전에는 MD, 오후에는 PD와 IT 현직자가 나서 직무에 대한 설명은 물론, 직장생활에 대한... "
